productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extCounterplus,extAttribute,extLife
586603,Bartolomeo (OP04-089) (Jolly Roger Foil),Bartolomeo OP04 089 Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/586603_200w.jpg,68,23496,https://cpt.tcgcsv.com/5GJ6,2024-11-08T05:08:15.623,1,0.05,0.25,4.98,0.09,,Foil,R,OP04-089,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Black,Character,3,3000,Dressrosa;Barto Club,2000,Special,
586604,Shirahoshi (OP05-082) (Full Art),Shirahoshi OP05 082 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/586604_200w.jpg,68,23496,https://cpt.tcgcsv.com/6GJ6,2024-11-08T05:08:15.623,1,3.99,6.55,25.0,5.03,,Foil,R,OP05-082,"[Activate:Main] <strong>You may rest this Character and place 2 cards from your trash at the bottom of your deck in any order</strong>: If your opponent has 6 or more cards in their hand, your opponent trashes 1 card from their hand.",Black,Character,1,0,Merfolk,2000,Wisdom,
586606,Shirahoshi (OP05-082) (Jolly Roger Foil),Shirahoshi OP05 082 Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/586606_200w.jpg,68,23496,https://cpt.tcgcsv.com/8GJ6,2024-11-08T05:08:15.623,1,0.08,0.21,2.0,0.16,,Foil,R,OP05-082,"[Activate:Main] <strong>You may rest this Character and place 2 cards from your trash at the bottom of your deck in any order</strong>: If your opponent has 6 or more cards in their hand, your opponent trashes 1 card from their hand.",Black,Character,1,0,Merfolk,2000,Wisdom,
586607,Sanji (PRB01-001),Sanji PRB01 001,https://tcgplayer-cdn.tcgplayer.com/product/586607_200w.jpg,68,23496,https://cpt.tcgcsv.com/9GJ6,2024-11-08T05:08:15.623,1,0.1,0.34,99.0,0.29,,Normal,L,PRB01-001,"[Activate:Main] [Once Per Turn] Up to 1 of your Characters without an [On Play] effect and with a cost of 8 or less gains [Rush] during this turn. 
<br>
<br><em>(This card can attack on the turn in which it is played.)</em>",Red,Leader,,5000,Straw Hat Crew,,Strike,5
586608,Sanji (PRB01-001) (Alternate Art),Sanji PRB01 001 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/586608_200w.jpg,68,23496,https://cpt.tcgcsv.com/bGJ6,2024-11-08T05:08:15.623,1,88.99,120.0,245.0,81.31,,Foil,L,PRB01-001,"[Activate:Main] [Once Per Turn] Up to 1 of your Characters without an [On Play] effect and with a cost of 8 or less gains [Rush] during this turn. 
<br>
<br><em>(This card can attack on the turn in which it is played.)</em>",Red,Leader,,5000,Straw Hat Crew,,Strike,5
586715,Sakazuki (Full Art),Sakazuki Full Art,https://tcgplayer-cdn.tcgplayer.com/product/586715_200w.jpg,68,23496,https://cpt.tcgcsv.com/kJJ6,2024-11-08T18:12:44.007,1,3.95,6.06,21.0,4.75,,Foil,SR,OP02-099,[On Play] <strong>You may trash 1 card from your hand</strong>: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,Black,Character,6,7000,Navy,,Special,
586716,Borsalino (Alternate Art),Borsalino Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/586716_200w.jpg,68,23496,https://cpt.tcgcsv.com/lJJ6,2024-11-08T21:28:13.113,1,19.99,22.0,45.0,20.2,,Foil,SR,OP02-114,"[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects.
<br>
<br>
<br>
[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Black,Character,4,5000,Navy,1000,Special,
586718,Brannew (Jolly Roger Foil),Brannew Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/586718_200w.jpg,68,23496,https://cpt.tcgcsv.com/nJJ6,2024-11-08T05:08:15.623,1,0.13,0.91,4.98,0.3,,Foil,R,OP03-089,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 [Navy] type card other than [Brannew] and add it to your hand. Then, trash the rest.",Black,Character,2,3000,Navy,1000,Wisdom,
586719,Brannew (Full Art),Brannew Full Art,https://tcgplayer-cdn.tcgplayer.com/product/586719_200w.jpg,68,23496,https://cpt.tcgcsv.com/pJJ6,2024-11-08T05:08:15.623,1,2.73,7.52,100.0,3.71,,Foil,R,OP03-089,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 [Navy] type card other than [Brannew] and add it to your hand. Then, trash the rest.",Black,Character,2,3000,Navy,1000,Wisdom,
586720,Kuzan (OP02-096) (Alternate Art),Kuzan OP02 096 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/586720_200w.jpg,68,23496,https://cpt.tcgcsv.com/qJJ6,2024-11-08T05:08:15.623,1,14.88,20.59,50.0,16.69,,Foil,SR,OP02-096,"[On Play] Draw 1 card.
<br>
<br>
<br>
[When Attacking] Give up to 1 of your opponent's Characters -4 cost during this turn.",Black,Character,4,5000,Navy,,Special,
586721,Kuzan (OP02-096) (Reprint),Kuzan OP02 096 Reprint,https://tcgplayer-cdn.tcgplayer.com/product/586721_200w.jpg,68,23496,https://cpt.tcgcsv.com/rJJ6,2024-11-08T18:16:28.687,1,1.35,2.0,5.0,1.64,,Foil,SR,OP02-096,"[On Play] Draw 1 card.
<br>
<br>
<br>
[When Attacking] Give up to 1 of your opponent's Characters -4 cost during this turn.
<br><span style=""color:red"">Disclaimer: This card was reprinted from the original set with changes to the artist credit (note the lack of pen symbol next to the artist name).</span>",Black,Character,4,5000,Navy,,Special,
586723,DON!! Card (Trafalgar Law) (Gold),DON Card Trafalgar Law Gold,https://tcgplayer-cdn.tcgplayer.com/product/586723_200w.jpg,68,23496,https://cpt.tcgcsv.com/tJJ6,2024-11-08T05:08:15.623,0,110.0,149.0,189.98,59.52,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
586804,Satori (Alternate Art),Satori Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/586804_200w.jpg,68,23496,https://cpt.tcgcsv.com/6LJ6,2024-11-08T05:08:15.623,1,13.55,16.22,30.0,12.68,,Foil,R,OP05-105,[Trigger] <strong>You may trash 1 card from your hand</strong>: Play this card.,Yellow,Character,5,5000,Sky Island;Vassals,2000,Strike,
586805,Satori (Jolly Roger Foil),Satori Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/586805_200w.jpg,68,23496,https://cpt.tcgcsv.com/7LJ6,2024-11-08T05:08:15.623,1,0.23,0.49,2.99,0.35,,Foil,R,OP05-105,[Trigger] <strong>You may trash 1 card from your hand</strong>: Play this card.,Yellow,Character,5,5000,Sky Island;Vassals,2000,Strike,
586806,Two-Hundred Million Volts Amaru (Alternate Art),Two Hundred Million Volts Amaru Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/586806_200w.jpg,68,23496,https://cpt.tcgcsv.com/8LJ6,2024-11-08T05:08:15.623,1,13.0,14.0,15.0,14.64,,Foil,R,OP05-115,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, if you have 1 or less Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.
<br>
<br>
<br>
[Trigger] <strong>You may trash 2 cards from your hand</strong>: Add up to 1 card from the top of your deck to the top of your Life cards.",Yellow,Event,2,,Sky Island,,,
586807,Two-Hundred Million Volts Amaru (Jolly Roger Foil),Two Hundred Million Volts Amaru Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/586807_200w.jpg,68,23496,https://cpt.tcgcsv.com/9LJ6,2024-11-08T05:08:15.623,1,0.17,0.31,2.0,0.28,,Foil,R,OP05-115,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, if you have 1 or less Life cards, rest up to 1 of your opponent's Characters with a cost of 4 or less.
<br>
<br>
<br>
[Trigger] <strong>You may trash 2 cards from your hand</strong>: Add up to 1 card from the top of your deck to the top of your Life cards.",Yellow,Event,2,,Sky Island,,,
586808,Yamato (OP04-112) (Alternate Art),Yamato OP04 112 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/586808_200w.jpg,68,23496,https://cpt.tcgcsv.com/bLJ6,2024-11-08T18:50:57.44,1,65.0,68.97,98.99,54.29,,Foil,SR,OP04-112,"[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards. Then, if you have 1 or less Life cards, add up to 1 card from the top of your deck to the top of your Life cards.",Yellow,Character,9,9000,Land of Wano,,Strike,
586809,Upper Yard (Jolly Roger Foil),Upper Yard Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/586809_200w.jpg,68,23496,https://cpt.tcgcsv.com/cLJ6,2024-11-08T05:08:15.623,1,0.11,0.25,2.0,0.18,,Foil,UC,OP05-117,"[On Play] Look at the top 5 cards of your deck; reveal up to 1 [Sky Island] type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Yellow,Stage,1,,Sky Island,,,
586810,DON!! Card (Yamato) (Gold),DON Card Yamato Gold,https://tcgplayer-cdn.tcgplayer.com/product/586810_200w.jpg,68,23496,https://cpt.tcgcsv.com/dLJ6,2024-11-08T05:08:15.623,0,116.99,123.98,149.99,58.51,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
586884,DON!! Card (Sabo) (Gold),DON Card Sabo Gold,https://tcgplayer-cdn.tcgplayer.com/product/586884_200w.jpg,68,23496,https://cpt.tcgcsv.com/JMJ6,2024-11-08T05:08:15.623,1,67.95,74.99,99.99,53.95,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
586885,DON!! Card (Gecko Moria) (Gold),DON Card Gecko Moria Gold,https://tcgplayer-cdn.tcgplayer.com/product/586885_200w.jpg,68,23496,https://cpt.tcgcsv.com/KMJ6,2024-11-08T05:08:15.623,0,74.99,79.94,189.99,49.53,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
586886,DON!! Card (Perona) (Gold),DON Card Perona Gold,https://tcgplayer-cdn.tcgplayer.com/product/586886_200w.jpg,68,23496,https://cpt.tcgcsv.com/LMJ6,2024-11-08T05:08:15.623,0,108.99,118.0,175.0,20.55,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
586887,DON!! Card (Iceberg) (Gold),DON Card Iceberg Gold,https://tcgplayer-cdn.tcgplayer.com/product/586887_200w.jpg,68,23496,https://cpt.tcgcsv.com/MMJ6,2024-11-08T05:08:15.623,0,54.45,64.04,75.99,21.36,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
586888,DON!! Card (Hody Jones) (Gold),DON Card Hody Jones Gold,https://tcgplayer-cdn.tcgplayer.com/product/586888_200w.jpg,68,23496,https://cpt.tcgcsv.com/NMJ6,2024-11-08T05:08:15.623,0,55.0,66.5,99.99,33.04,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
586889,Arlong (Jolly Roger Foil),Arlong Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/586889_200w.jpg,68,23496,https://cpt.tcgcsv.com/PMJ6,2024-11-08T05:08:15.623,1,0.08,0.25,4.0,0.21,,Foil,R,OP06-023,"[On Play] <strong>You may trash 1 card from your hand:</strong> Up to 1 of your opponent's rested Leader cannot attack until the end of your opponent's next turn.
<br>[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",Green,Character,4,6000,Fish-Man;Arlong Pirates;East Blue,,Slash,
586891,Yamato (OP01-121) (Alternate Art),Yamato OP01 121 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/586891_200w.jpg,68,23496,https://cpt.tcgcsv.com/RMJ6,2024-11-08T18:15:35.977,1,16.72,22.59,99.0,19.75,,Foil,SEC,OP01-121,"Also treat this card's name as [Kouzuki Oden] according to the rules.
<br>
[Double Attack] <em>(This card deals 2 damage.)</em>
<br>
[Banish] <em>(When this card deals damage, the target card is trashed without activating its Trigger.)</em>",Green,Character,5,5000,Land of Wano,1000,Strike,
586892,"Eustass""Captain""Kid (OP01-051) (Full Art)",EustassCaptainKid OP01 051 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/586892_200w.jpg,68,23496,https://cpt.tcgcsv.com/SMJ6,2024-11-08T18:14:07.963,1,13.3,14.83,30.74,13.29,,Foil,SR,OP01-051,"[DON!! x1] [Opponent's Turn] If this Character is rested, your opponent cannot attack any card other than the Character [Eustass""Captain""Kid].
<br>
[Activate:Main] [Once Per Turn] <strong>You may rest this Character:</strong> Play up to 1 Character card with a cost of 3 or less from your hand.
<br><br>
<a href=""https://en.onepiece-cardgame.com/rules/errata_card/#group_20221111-35"">This card has been officially errata'd.</a>",Green,Character,8,8000,Kid Pirates;Supernovas,,Special,
586893,Trafalgar Law (OP01-047) (Full Art),Trafalgar Law OP01 047 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/586893_200w.jpg,68,23496,https://cpt.tcgcsv.com/TMJ6,2024-11-08T18:14:19.08,1,14.09,20.0,93.94,13.79,,Foil,SR,OP01-047,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On Play] <strong>You may return 1 of your Characters to the owner's hand:</strong> Play up to 1 Character card with a cost of 3 or less from your hand.",Green,Character,5,6000,Heart Pirates;Supernovas,,Slash,
586894,"Capone""Gang""Bege (ST02-004) (Jolly Roger Foil)",CaponeGangBege ST02 004 Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/586894_200w.jpg,68,23496,https://cpt.tcgcsv.com/VMJ6,2024-11-08T05:08:15.623,1,0.16,0.5,15.0,0.22,,Foil,C,ST02-004,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Green,Character,1,1000,Firetank Pirates;Supernovas,,Special,
586895,Charlotte Katakuri (Alternate Art),Charlotte Katakuri Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/586895_200w.jpg,68,23496,https://cpt.tcgcsv.com/WMJ6,2024-11-08T18:42:48.773,1,54.99,64.97,130.95,66.64,,Foil,SEC,OP03-123,[On Play] Add up to 1 Character with a cost of 8 or less to the top or bottom of the owner's Life cards face-up.,Yellow,Character,8,8000,Big Mom Pirates,,Strike,
586896,Boa Hancock (ST03-013) (Jolly Roger Foil),Boa Hancock ST03 013 Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/586896_200w.jpg,68,23496,https://cpt.tcgcsv.com/XMJ6,2024-11-08T05:08:15.623,1,0.08,0.3,2.0,0.13,,Foil,C,ST03-013,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[Trigger] Play this card.",Blue,Character,3,1000,Kuja Pirates;The Seven Warlords of the Sea,1000,Special,
586897,Donquixote Doflamingo (Alternate Art),Donquixote Doflamingo Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/586897_200w.jpg,68,23496,https://cpt.tcgcsv.com/ZMJ6,2024-11-08T18:44:11.917,1,30.5,40.52,65.46,21.69,,Foil,SR,OP04-031,[On Play] Up to a total of 3 of your opponent's rested Leader and Character cards will not become active in your opponent's next Refresh Phase.,Green,Character,10,10000,Donquixote Pirates;The Seven Warlords of the Sea,,Special,
586898,Baby 5 (OP05-034) (Full Art),Baby 5 OP05 034 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/586898_200w.jpg,68,23496,https://cpt.tcgcsv.com/-MJ6,2024-11-08T05:08:15.623,1,5.72,6.99,15.0,6.1,,Foil,R,OP05-034,"[Activate:Main] (1) <em>(You may rest the specified number of DON!! cards in your cost area.)</em> <strong>You may rest this Character</strong>: Look at 5 cards from the top of your deck; reveal up to 1 [Donquixote Pirates] type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Green,Character,1,1000,Donquixote Pirates,1000,Special,
586899,Baby 5 (OP05-034) (Jolly Roger Foil),Baby 5 OP05 034 Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/586899_200w.jpg,68,23496,https://cpt.tcgcsv.com/_MJ6,2024-11-08T05:08:15.623,1,0.1,0.29,5.03,0.21,,Foil,R,OP05-034,"[Activate:Main] (1) <em>(You may rest the specified number of DON!! cards in your cost area.)</em> <strong>You may rest this Character</strong>: Look at 5 cards from the top of your deck; reveal up to 1 [Donquixote Pirates] type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Green,Character,1,1000,Donquixote Pirates,1000,Special,
586959,"Eustass""Captain""Kid (OP05-074) (Alternate Art)",EustassCaptainKid OP05 074 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/586959_200w.jpg,68,23496,https://cpt.tcgcsv.com/cPJ6,2024-11-08T18:57:49.63,1,23.0,28.0,49.99,26.4,,Foil,SR,OP05-074,"[Blocker]
<br>
[Your Turn][Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, add up to 1 DON!! card from your DON!! deck and set it as active.",Purple,Character,5,6000,Kid Pirates,1000,Special,
586960,Monkey.D.Luffy (OP05-119) (Alternate Art),MonkeyDLuffy OP05 119 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/586960_200w.jpg,68,23496,https://cpt.tcgcsv.com/dPJ6,2024-11-08T19:14:35.213,1,44.04,50.0,160.0,44.73,,Foil,SEC,OP05-119,"[On Play] DON!! -10: Place all of your Characters except this Character at the bottom of your deck in any order. Then, take an extra turn after this one.
<br>
[Activate:Main][Once Per Turn] (1): Add up to 1 DON!! card from your DON!! deck and set it as active.",Purple,Character,10,12000,Straw Hat Crew;The Four Emperors,,Strike,
586961,Kaido (ST04-003) (Alternate Art),Kaido ST04 003 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/586961_200w.jpg,68,23496,https://cpt.tcgcsv.com/fPJ6,2024-11-08T19:57:54.257,1,21.5,25.49,83.12,21.85,,Foil,SR,ST04-003,"[On Play] DON!! -5 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: K.O. up to 1 of your opponent's Characters with a cost of 6 or less. 
<br>This Character gains [Rush] during this turn. 
<br>(This card can attack on the turn in which it is played.)",Purple,Character,9,10000,Animal Kingdom Pirates;The Four Emperors,,Strike,
587189,Judgment of Hell (Alternate Art),Judgment of Hell Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/587189_200w.jpg,68,23496,https://cpt.tcgcsv.com/PTJ6,2024-11-08T05:08:15.623,1,3.96,5.81,14.0,4.34,,Foil,R,OP02-089,"[Counter] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Give up to a total of 2 of your opponent's Leader or Character cards -3000 power during this turn.
<br>
[Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",Purple,Event,2,,Impel Down,,,
587190,Judgment of Hell (Jolly Roger Foil),Judgment of Hell Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/587190_200w.jpg,68,23496,https://cpt.tcgcsv.com/QTJ6,2024-11-08T05:08:15.623,1,0.03,0.25,10.95,0.08,,Foil,R,OP02-089,"[Counter] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Give up to a total of 2 of your opponent's Leader or Character cards -3000 power during this turn.
<br>
[Trigger] If your opponent has 6 or more DON!! cards on their field, your opponent returns 1 DON!! card from their field to their DON!! deck.",Purple,Event,2,,Impel Down,,,
587191,DON!! Card (Rosinante) (Gold),DON Card Rosinante Gold,https://tcgplayer-cdn.tcgplayer.com/product/587191_200w.jpg,68,23496,https://cpt.tcgcsv.com/RTJ6,2024-11-08T05:08:15.623,0,52.99,99.99,199.0,57.6,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
587192,DON!! Card (Zoro) (Gold),DON Card Zoro Gold,https://tcgplayer-cdn.tcgplayer.com/product/587192_200w.jpg,68,23496,https://cpt.tcgcsv.com/STJ6,2024-11-08T05:08:15.623,0,234.98,266.22,300.0,65.93,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
587233,Vinsmoke Niji (OP06-065) (Jolly Roger Foil),Vinsmoke Niji OP06 065 Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/587233_200w.jpg,68,23496,https://cpt.tcgcsv.com/HVJ6,2024-11-08T05:08:15.623,1,0.13,0.3,3.0,0.23,,Foil,R,OP06-065,"[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, choose one: 
<br>• K.O. up to 1 of your opponent's Characters with a cost of 2 or less.
<br>• Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand.",Purple,Character,5,6000,The Vinsmoke Family;GERMA 66,1000,Special,
587234,Vinsmoke Niji (OP06-065) (Full Art),Vinsmoke Niji OP06 065 Full Art,https://tcgplayer-cdn.tcgplayer.com/product/587234_200w.jpg,68,23496,https://cpt.tcgcsv.com/JVJ6,2024-11-08T05:08:15.623,1,6.25,8.64,24.99,6.12,,Foil,R,OP06-065,"[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, choose one: 
<br>• K.O. up to 1 of your opponent's Characters with a cost of 2 or less.
<br>• Return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand.",Purple,Character,5,6000,The Vinsmoke Family;GERMA 66,1000,Special,
587235,Vinsmoke Yonji (OP06-067) (Jolly Roger Foil),Vinsmoke Yonji OP06 067 Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/587235_200w.jpg,68,23496,https://cpt.tcgcsv.com/KVJ6,2024-11-08T05:08:15.623,1,0.15,0.29,2.0,0.23,,Foil,R,OP06-067,"If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, this Character gains +1000 power.
<br>[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Purple,Character,4,5000,The Vinsmoke Family;GERMA 66,1000,Strike,
587236,Vinsmoke Yonji (OP06-067) (Alternate Art),Vinsmoke Yonji OP06 067 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/587236_200w.jpg,68,23496,https://cpt.tcgcsv.com/LVJ6,2024-11-08T05:08:15.623,1,8.0,11.5,57.54,10.05,,Foil,R,OP06-067,"If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, this Character gains +1000 power.
<br>[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Purple,Character,4,5000,The Vinsmoke Family;GERMA 66,1000,Strike,
587237,DON!! Card (Donquixote Doflamingo) (Gold),DON Card Donquixote Doflamingo Gold,https://tcgplayer-cdn.tcgplayer.com/product/587237_200w.jpg,68,23496,https://cpt.tcgcsv.com/MVJ6,2024-11-08T05:08:15.623,0,100.0,147.99,249.99,143.2,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
587398,Trafalgar Law (ST10-010) (Alternate Art),Trafalgar Law ST10 010 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/587398_200w.jpg,68,23496,https://cpt.tcgcsv.com/-ZJ6,2024-11-08T20:01:36.997,1,24.99,34.0,49.0,29.15,,Foil,SR,ST10-010,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On Play] DON!! -1 </em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: If your opponent has 7 or more cards in their hand, trash 2 cards from your opponent's hand.",Purple,Character,4,5000,Heart Pirates,1000,Slash,
587399,DON!! Card (Queen) (Gold),DON Card Queen Gold,https://tcgplayer-cdn.tcgplayer.com/product/587399_200w.jpg,68,23496,https://cpt.tcgcsv.com/_ZJ6,2024-11-08T05:08:15.623,0,50.0,54.79,75.99,46.41,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
587573,DON!! Card (Reiju) (Gold),DON Card Reiju Gold,https://tcgplayer-cdn.tcgplayer.com/product/587573_200w.jpg,68,23496,https://cpt.tcgcsv.com/t2K6,2024-11-08T05:08:15.623,0,70.0,75.0,99.99,36.59,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
587574,Vinsmoke Reiju (OP06-069) (Alternate Art),Vinsmoke Reiju OP06 069 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/587574_200w.jpg,68,23496,https://cpt.tcgcsv.com/v2K6,2024-11-08T19:28:03.597,1,24.83,29.1,76.0,24.24,,Foil,SR,OP06-069,"[On Play] If the number of DON!! cards on your field is equal to or less than the number on your opponent's field and you have 5 or less cards in your hand, draw 2 cards.",Purple,Character,4,5000,The Vinsmoke Family;GERMA 66,1000,Special,
587575,Kingdom of GERMA (Jolly Roger Foil),Kingdom of GERMA Jolly Roger Foil,https://tcgplayer-cdn.tcgplayer.com/product/587575_200w.jpg,68,23496,https://cpt.tcgcsv.com/w2K6,2024-11-08T05:08:15.623,1,0.15,0.33,10.15,0.27,,Foil,C,OP06-079,"[Activate:Main] <strong>You may trash 1 card from your hand and rest this Stage</strong>: Look at 3 cards from the top of your deck; reveal up to 1 card with a type including ""GERMA"" and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Purple,Stage,1,,Kingdom of GERMA,,,
587705,DON!! Card (Enel) (Gold),DON Card Enel Gold,https://tcgplayer-cdn.tcgplayer.com/product/587705_200w.jpg,68,23496,https://cpt.tcgcsv.com/76K6,2024-11-08T05:08:15.623,0,68.41,69.99,149.99,36.74,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
587706,DON!! Card (Luffy) (Gold),DON Card Luffy Gold,https://tcgplayer-cdn.tcgplayer.com/product/587706_200w.jpg,68,23496,https://cpt.tcgcsv.com/86K6,2024-11-08T05:08:15.623,1,104.99,144.43,250.0,63.37,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
587708,Shanks (Manga),Shanks Manga,https://tcgplayer-cdn.tcgplayer.com/product/587708_200w.jpg,68,23496,https://cpt.tcgcsv.com/b6K6,2024-11-08T22:15:02.47,1,675.0,746.85,900.0,,,Foil,SEC,OP01-120,"[Rush] <em>(This card can attack on the turn in which it is played.)</em>
<br>
[When Attacking] Your opponent cannot activate a [Blocker] Character that has 2000 or less power during this battle.
<br><span style=""color:red"">Disclaimer: This card was reprinted from the original set without the original textured foil.</span>",Red,Character,9,10000,The Four Emperors;Red-Haired Pirates,,Slash,
587709,Portgas.D.Ace (Manga),PortgasDAce Manga,https://tcgplayer-cdn.tcgplayer.com/product/587709_200w.jpg,68,23496,https://cpt.tcgcsv.com/c6K6,2024-11-08T22:15:24.433,1,549.99,622.5,729.0,,,Foil,SR,OP02-013,"[On Play] Give up to 2 of your opponent's Characters -3000 power during this turn. Then, if your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn. <em>(This card can attack on the turn in which it is played.)</em>
<br><span style=""color:red"">Disclaimer: This card was reprinted from the original set without the original textured foil.</span>",Red,Character,7,7000,Whitebeard Pirates,,Special,
587710,Sogeking (Manga),Sogeking Manga,https://tcgplayer-cdn.tcgplayer.com/product/587710_200w.jpg,68,23496,https://cpt.tcgcsv.com/d6K6,2024-11-08T22:15:32.86,1,200.0,240.0,250.0,196.01,,Foil,SEC,OP03-122,"Also treat this card's name as [Usopp] according to the rules.
<br>
[On Play] Return up to 1 Character with a cost of 6 or less to the owner's hand. Then, draw 2 cards and trash 2 cards from your hand.
<br><span style=""color:red"">Disclaimer: This card was reprinted from the original set without the original textured foil.</span>",Blue,Character,7,6000,Sniper Island,1000,Ranged,
587954,DON!! Card (Big Mom) (Gold),DON Card Big Mom Gold,https://tcgplayer-cdn.tcgplayer.com/product/587954_200w.jpg,68,23496,https://cpt.tcgcsv.com/6cK6,2024-11-08T05:08:15.623,0,65.0,87.0,149.95,52.83,,Foil,DON!!,,Your Turn +1000,,DON!!,,,,,,
